Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Marko Arnautović,AUT,FW,Inter,35-203,1989,1.4,0,0,0,1,1,2,2,0,0,0,0,0,4,3,1,75.0
Marco Asensio,ESP,FW,Paris S-G,28-292,1996,1.4,0,0,0,0,1,0,3,0,1,0,0,0,2,1,2,33.3
Kristjan Asllani,ALB,MF,Inter,22-244,2002,0.5,0,0,0,1,2,0,0,1,2,0,0,0,4,0,0,
Yaser Asprilla,COL,"FW,MF",Girona,20-355,2003,0.5,0,0,0,3,1,0,3,0,2,0,0,0,2,0,1,0.0
Zachary Athekame,SUI,DF,Young Boys,19-331,2004,2.4,1,0,0,7,2,0,7,5,4,0,0,0,4,1,2,33.3
Carlos Augusto,BRA,DF,Inter,25-306,1999,2.6,0,0,0,1,1,1,5,3,0,0,0,0,10,3,0,100.0
Yann Aurel Bisseck,GER,DF,Inter,23-345,2000,3.0,0,0,0,2,4,0,1,5,1,0,0,0,4,8,4,66.7
Fredrik Aursnes,NOR,MF,Benfica,28-334,1995,3.4,2,0,0,4,0,0,3,2,3,0,0,0,23,2,0,100.0
Ayman Azhil,MAR,MF,Dortmund,23-212,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,19-216,2005,0.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
Alexander Bah,DEN,DF,Benfica,26-335,1997,2.3,0,0,0,3,2,0,6,4,5,0,0,0,8,7,0,100.0
Samson Baidoo,AUT,DF,RB Salzburg,20-222,2004,2.8,1,0,0,6,1,0,0,4,7,0,0,0,18,8,4,66.7
Leon Bailey,JAM,FW,Aston Villa,27-091,1997,2.1,0,0,0,2,1,0,6,0,1,0,0,0,8,0,1,0.0
Stefan Bajcetic,ESP,MF,RB Salzburg,20-017,2004,1.4,0,0,0,2,3,0,1,1,0,0,0,0,9,0,2,0.0
Kenan Bajrić,SVN,DF,Slovan Bratislava,29-324,1994,4.0,0,0,0,1,4,0,0,2,6,0,0,0,11,4,5,44.4
Johan Bakayoko,BEL,FW,PSV Eindhoven,21-202,2003,3.9,1,0,0,2,1,1,16,2,3,0,0,0,14,1,1,50.0
Mitchel Bakker,NED,"DF,FW",Lille,24-141,2000,2.0,0,0,0,3,0,1,2,1,2,0,0,0,12,1,0,100.0
Alejandro Balde,ESP,DF,Barcelona,21-021,2003,3.0,1,0,0,1,2,0,5,2,0,0,0,0,13,0,0,
David von Ballmoos,SUI,GK,Young Boys,29-314,1994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Folarin Balogun,USA,FW,Monaco,23-128,2001,0.7,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,
Bradley Barcola,FRA,FW,Paris S-G,22-067,2002,3.6,0,0,0,1,1,1,5,5,3,0,0,0,7,3,2,60.0
Nicolò Barella,ITA,MF,Inter,27-275,1997,2.3,1,0,0,3,4,0,4,2,2,0,0,0,17,0,2,0.0
Ross Barkley,ENG,MF,Aston Villa,30-339,1993,0.9,1,0,0,1,0,0,0,1,1,0,0,0,9,0,0,
Leandro Barreiro Martins,LUX,MF,Benfica,24-310,2000,0.1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100.0
Pablo Barrios,ESP,MF,Atlético Madrid,21-146,2003,1.0,0,0,0,1,0,0,0,5,2,0,0,0,6,2,1,66.7
Tigran Barseghyan,ARM,"FW,MF",Slovan Bratislava,31-047,1993,3.7,1,0,0,3,9,3,8,0,3,0,0,0,17,7,4,63.6
Alessandro Bastoni,ITA,DF,Inter,25-209,1999,2.0,0,0,0,5,4,0,3,2,4,0,0,0,6,1,1,50.0
Martin Baturina,CRO,"MF,FW",Dinamo Zagreb,21-266,2003,3.3,1,0,0,5,6,0,11,2,6,0,0,0,25,0,2,0.0
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,25-099,1999,2.0,1,0,0,2,2,0,2,0,4,0,0,0,5,1,3,25.0
Donny van de Beek,NED,"MF,FW",Girona,27-204,1997,3.1,1,0,0,4,0,1,1,1,2,0,0,0,11,3,1,75.0
Thomas Beelen,NED,DF,Feyenoord,23-150,2001,2.6,0,0,0,3,0,0,0,3,3,0,0,0,9,4,2,66.7
Maximilian Beier,GER,"FW,MF",Dortmund,22-022,2002,1.5,0,0,0,4,0,0,2,1,2,0,0,0,6,0,1,0.0
Raoul Bellanova,ITA,DF,Atalanta,24-175,2000,2.6,1,0,0,0,2,0,16,4,1,0,0,0,12,3,1,75.0
Jude Bellingham,ENG,MF,Real Madrid,21-132,2003,3.7,1,0,0,6,10,1,2,2,8,0,0,0,11,1,0,100.0
Jeanuël Belocian,FRA,DF,Leverkusen,19-265,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,19-266,2005,2.3,1,0,0,3,3,0,2,2,4,0,0,0,13,0,2,0.0
Walter Benítez,ARG,GK,PSV Eindhoven,31-294,1993,3.0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Loris Benito,SUI,DF,Young Boys,32-306,1992,1.4,0,0,0,2,0,0,0,3,0,0,0,0,5,1,2,33.3
Ramy Bensebaini,ALG,DF,Dortmund,29-206,1995,3.0,1,0,0,3,2,0,2,6,5,0,0,0,11,4,2,66.7
Lucas Beraldo,BRA,DF,Paris S-G,20-350,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Paulo Bernardo,POR,MF,Celtic,22-289,2002,1.2,0,0,0,3,3,0,5,1,0,0,0,0,3,0,2,0.0
Maxime Bernauer,FRA,DF,Dinamo Zagreb,26-130,1998,2.2,0,0,0,1,0,0,0,3,2,0,1,0,14,2,0,100.0
Jan-Niklas Beste,GER,"FW,DF",Benfica,25-309,1999,1.0,0,0,0,1,3,0,5,0,1,0,0,0,3,0,1,0.0
Sam Beukema,NED,DF,Bologna,25-357,1998,3.7,1,0,0,4,5,0,1,4,1,0,0,0,15,3,8,27.3
Mads Bidstrup,DEN,MF,RB Salzburg,23-257,2001,1.3,1,0,0,3,0,0,4,1,0,0,0,0,7,0,1,0.0
Mika Biereth,DEN,FW,Sturm Graz,21-274,2003,3.4,0,0,0,8,4,2,2,2,1,0,0,0,10,3,7,30.0
El Bilal Touré,MLI,"FW,MF",Stuttgart,23-036,2001,1.5,0,0,0,4,6,0,1,1,1,0,0,0,3,7,8,46.7
Veljko Birmančević,SRB,FW,Sparta Prague,26-248,1998,2.8,0,0,0,0,2,1,4,3,3,0,0,0,11,5,2,71.4
Marco Bizot,NED,GK,Brest,33-243,1991,4.0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,50.0
César Blackman,PAN,DF,Slovan Bratislava,26-220,1998,4.0,0,0,0,1,7,0,9,6,9,0,0,0,17,0,3,0.0
Hendry Blank,GER,DF,RB Salzburg,20-079,2004,1.2,0,0,0,1,0,0,0,1,1,0,0,0,4,3,1,75.0
Janis Blaswich,GER,GK,RB Salzburg,33-190,1991,3.2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
Daley Blind,NED,DF,Girona,34-244,1990,1.0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,100.0
Lewin Blum,SUI,DF,Young Boys,23-119,2001,2.6,1,0,0,3,3,1,5,1,1,0,0,0,5,1,2,33.3
Lamare Bogarde,NED,DF,Aston Villa,20-308,2004,0.5,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,
Valerii Bondar,UKR,DF,Shakhtar,25-255,1999,4.0,1,0,0,3,0,0,0,8,0,0,1,0,13,4,5,44.4
Artem Bondarenko,UKR,MF,Shakhtar,24-079,2000,3.1,0,0,0,4,6,1,0,3,5,0,0,0,18,1,3,25.0
Victor Boniface,NGA,FW,Leverkusen,23-321,2000,2.4,0,0,0,1,1,1,0,0,1,0,0,0,3,2,4,33.3
Olivier Boscagli,FRA,DF,PSV Eindhoven,26-356,1997,4.0,0,0,0,4,5,0,0,11,4,0,0,0,14,3,0,100.0
Ayyoub Bouaddi,FRA,MF,Lille,17-037,2007,2.3,1,0,0,9,1,0,0,2,1,0,0,0,8,2,1,66.7
Conor Bradley,NIR,DF,Liverpool,21-122,2003,0.2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
Daniel Bragança,POR,MF,Sporting CP,25-165,1999,1.9,1,0,0,4,6,0,2,1,0,0,0,0,6,3,1,75.0
Julian Brandt,GER,MF,Dortmund,28-190,1996,3.7,0,0,0,5,1,0,10,4,4,0,0,0,20,1,2,33.3
Gleison Bremer,BRA,DF,Juventus,27-235,1997,1.1,0,0,0,0,0,0,0,1,3,0,0,0,8,2,3,40.0
Marco Brescianini,ITA,MF,Atalanta,24-293,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emi Buendía,ARG,MF,Aston Villa,27-319,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hugo Bueno,ESP,"DF,MF",Feyenoord,22-051,2002,2.7,1,0,0,4,3,0,11,6,3,0,0,0,15,2,6,25.0
Rémy Cabella,FRA,MF,Lille,34-245,1990,1.2,0,0,0,1,3,0,2,1,1,0,0,0,3,2,1,66.7
Arthur Cabral,BRA,"FW,MF",Benfica,26-197,1998,0.3,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0.0
Davide Calabria,ITA,DF,Milan,27-338,1996,0.8,1,0,0,1,0,1,2,0,0,0,0,0,2,1,1,50.0
Riccardo Calafiori,ITA,DF,Arsenal,22-173,2002,2.0,1,0,0,2,0,0,0,1,5,0,0,0,5,2,2,50.0
Hakan Çalhanoğlu,TUR,MF,Inter,30-274,1994,2.4,0,0,0,1,3,0,8,3,3,0,0,0,19,1,1,50.0
Amady Camara,MLI,FW,Sturm Graz,19-164,2005,0.8,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0.0
Lamine Camara,SEN,MF,Monaco,20-312,2004,3.0,2,0,0,7,11,0,9,3,4,0,0,0,15,4,6,40.0
Mahdi Camara,FRA,MF,Brest,26-131,1998,3.4,1,0,0,7,5,0,5,5,4,0,0,0,14,2,4,33.3
Francesco Camarda,ITA,FW,Milan,16-243,2008,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Eduardo Camavinga,FRA,MF,Real Madrid,21-364,2002,1.5,2,0,0,6,5,0,1,3,6,0,1,0,11,3,0,100.0
Andrea Cambiaso,ITA,DF,Juventus,24-262,2000,3.4,0,0,0,0,1,0,7,1,5,0,0,0,17,0,1,0.0
Cole Campbell,ISL,FW,Dortmund,18-262,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Emre Can,GER,"MF,DF",Dortmund,30-301,1994,3.2,0,0,0,9,6,0,0,5,7,0,0,0,15,3,2,60.0
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27-055,1997,2.7,1,0,0,5,3,0,3,3,4,1,0,0,9,1,4,20.0
Diego Carlos,BRA,DF,Aston Villa,31-238,1993,3.4,2,0,0,4,1,0,2,3,0,0,0,0,14,2,3,40.0
Marco Carnesecchi,ITA,GK,Atalanta,24-130,2000,4.0,0,0,0,0,0,0,0,1,0,0,0,0,9,3,0,100.0
Julián Carranza,ARG,FW,Feyenoord,24-170,2000,0.4,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,0.0
Álvaro Carreras,ESP,DF,Benfica,21-230,2003,4.0,1,0,0,3,2,1,9,8,7,0,0,0,22,4,2,66.7
Cameron Carter-Vickers,USA,DF,Celtic,26-313,1997,1.7,1,0,0,1,1,0,0,0,3,0,0,0,10,2,1,66.7
Dani Carvajal,ESP,DF,Real Madrid,32-302,1992,2.0,0,0,0,2,3,0,9,5,3,0,0,0,9,2,3,40.0
Marc Casado,ESP,MF,Barcelona,21-055,2003,4.0,1,0,0,10,5,0,1,2,9,0,0,0,18,3,4,42.9
Nicolò Casale,ITA,DF,Bologna,26-268,1998,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
Santiago Castro,ARG,FW,Bologna,20-040,2004,1.9,1,0,0,2,1,1,1,0,0,0,0,0,5,1,5,16.7
Geny Catamo,MOZ,"DF,MF",Sporting CP,23-287,2001,2.7,0,0,0,2,7,1,7,0,5,1,0,0,8,0,0,
Dani Ceballos,ESP,MF,Real Madrid,28-093,1996,0.3,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,
Julian Chabot,GER,DF,Stuttgart,26-270,1998,3.2,0,0,0,1,1,0,0,6,1,0,0,0,8,10,8,55.6
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19-176,2005,1.2,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0
Brendan Chardonnet,FRA,DF,Brest,29-322,1994,3.0,0,0,0,0,4,0,0,6,4,0,0,0,9,13,7,65.0
Anrie Chase,JPN,DF,Stuttgart,20-229,2004,1.5,1,0,0,1,0,0,0,2,3,0,0,0,6,1,1,50.0
Lucas Chevalier,FRA,GK,Lille,23-002,2001,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0
Federico Chiesa,ITA,FW,Liverpool,27-014,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Tochi Chukwuani,DEN,MF,Sturm Graz,21-229,2003,2.9,1,0,0,4,0,0,0,4,2,0,0,0,20,4,2,66.7
Samuel Chukwueze,NGA,FW,Milan,25-170,1999,0.5,1,0,0,1,1,0,1,0,0,0,0,0,3,1,0,100.0
Bobby Clark,ENG,MF,RB Salzburg,19-275,2005,2.4,0,0,0,3,2,0,8,1,3,0,0,0,11,2,4,33.3
Silvi Clúa,ESP,MF,Girona,19-284,2005,0.9,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,
Elias Cobbaut,BEL,DF,Sparta Prague,26-350,1997,1.0,0,0,0,0,0,0,1,3,0,0,0,0,4,2,3,40.0
Ebrima Colley,GAM,"MF,FW",Young Boys,24-281,2000,2.5,1,0,0,2,5,1,5,1,2,0,0,0,5,1,2,33.3
Kingsley Coman,FRA,FW,Bayern Munich,28-148,1996,1.1,0,0,0,4,1,0,2,0,2,0,0,0,7,0,1,0.0
Francisco Conceição,POR,FW,Juventus,21-330,2002,2.5,1,0,0,4,7,0,14,0,6,1,0,0,10,1,1,50.0
Abdu Conté,POR,DF,Young Boys,26-229,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ángel Correa,ARG,"MF,FW",Atlético Madrid,29-244,1995,2.3,2,0,0,7,2,2,2,0,1,0,0,0,14,0,1,0.0
Soumaïla Coulibaly,FRA,DF,Brest,21-025,2003,4.0,0,0,0,1,3,0,0,5,2,0,0,0,14,4,2,66.7
Thibaut Courtois,BEL,GK,Real Madrid,32-181,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Yan Couto,BRA,"DF,MF",Dortmund,22-158,2002,0.7,0,0,0,0,0,0,3,1,1,0,0,0,4,0,0,
Juan Cuadrado,COL,"DF,MF",Atalanta,36-166,1988,0.8,0,0,0,1,3,0,4,1,1,0,0,0,2,1,3,25.0
Pau Cubarsí,ESP,DF,Barcelona,17-291,2007,3.3,0,0,0,4,3,0,0,5,1,0,0,0,12,7,2,77.8
Andres Cuenca,ESP,DF,Barcelona,17-150,2007,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Adam Daghim,DEN,FW,RB Salzburg,19-041,2005,2.0,1,0,0,3,3,1,4,4,3,0,0,0,10,0,1,0.0
Dálcio,GNB,MF,Red Star,28-170,1996,1.9,0,0,0,4,3,0,4,0,1,0,0,0,7,2,2,50.0
Thijs Dallinga,NED,FW,Bologna,24-097,2000,2.1,0,0,0,2,2,2,0,1,1,0,0,0,4,3,9,25.0
Matteo Dams,BEL,DF,PSV Eindhoven,20-244,2004,3.6,2,0,0,8,2,0,3,10,9,0,0,0,8,0,6,0.0
Kryštof Daněk,CZE,FW,Sparta Prague,21-308,2003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Danilo,BRA,DF,Juventus,33-116,1991,1.3,2,1,1,3,2,0,0,1,3,0,1,0,4,2,2,50.0
Arnaut Danjuma,NED,FW,Girona,27-282,1997,2.1,1,0,0,2,2,0,18,1,1,0,0,0,3,0,1,0.0
Matteo Darmian,ITA,DF,Inter,34-342,1989,1.8,0,0,0,1,1,0,1,3,2,0,0,0,4,1,0,100.0
Juan David Cabal,COL,DF,Juventus,23-305,2001,1.7,1,0,0,3,2,0,4,2,2,0,0,0,7,1,4,20.0
Jonathan David,CAN,FW,Lille,24-299,2000,3.0,2,0,0,6,4,0,1,0,0,0,0,0,3,2,6,25.0
Alphonso Davies,CAN,DF,Bayern Munich,24-006,2000,4.0,0,0,0,1,8,1,8,4,4,1,0,0,24,1,0,100.0
Kevin De Bruyne,BEL,MF,Manchester City,33-133,1991,0.6,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,
Maxim De Cuyper,BEL,DF,Club Brugge,23-322,2000,4.0,0,0,0,3,3,1,23,5,2,0,0,0,22,2,2,50.0
Charles De Ketelaere,BEL,"MF,FW",Atalanta,23-243,2001,2.2,0,0,0,1,0,2,4,0,4,0,0,0,10,4,4,50.0
Rodrigo De Paul,ARG,MF,Atlético Madrid,30-168,1994,2.8,1,0,0,1,4,0,5,2,6,0,0,0,16,1,1,50.0
Zeno Debast,BEL,DF,Sporting CP,21-015,2003,3.8,1,0,0,4,2,0,0,2,3,0,0,0,17,2,2,50.0
Amar Dedić,BIH,DF,RB Salzburg,22-082,2002,3.0,1,0,0,2,2,1,4,0,4,0,0,0,15,2,1,66.7
Romain Del Castillo,FRA,FW,Brest,28-224,1996,1.8,0,0,0,1,4,0,8,2,1,0,0,0,13,1,3,25.0
Ousmane Dembélé,FRA,FW,Paris S-G,27-177,1997,2.9,0,0,0,5,8,0,17,1,1,0,0,0,18,0,1,0.0
Ermedin Demirović,BIH,"FW,MF",Stuttgart,26-228,1998,1.9,2,0,0,5,4,0,1,0,0,0,0,0,5,2,6,25.0
Michele Di Gregorio,ITA,GK,Juventus,27-104,1997,2.6,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,
Ángel Di María,ARG,FW,Benfica,36-268,1988,2.8,0,0,0,1,6,2,11,1,2,0,0,0,12,1,1,50.0
Bafodé Diakité,FRA,DF,Lille,23-307,2001,3.5,1,0,0,0,4,0,0,5,3,0,0,0,10,1,0,100.0
Mamady Diambou,MLI,"MF,DF",RB Salzburg,21-363,2002,2.3,0,0,0,6,2,0,0,0,3,0,0,0,10,2,2,50.0
Rúben Dias,POR,DF,Manchester City,27-178,1997,1.5,1,0,0,1,0,0,0,1,1,0,0,0,2,4,3,57.1
Krépin Diatta,SEN,DF,Monaco,25-257,1999,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Brahim Díaz,MAR,MF,Real Madrid,25-097,1999,0.5,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,
Luis Díaz,COL,FW,Liverpool,27-300,1997,2.4,0,0,0,9,3,0,1,2,2,0,0,0,6,2,5,28.6
Eric Dier,ENG,DF,Bayern Munich,30-298,1994,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Lucas Digne,FRA,DF,Aston Villa,31-111,1993,2.0,0,0,0,0,1,0,9,3,2,0,0,0,7,2,2,50.0
Federico Dimarco,ITA,"DF,MF",Inter,26-364,1997,0.5,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0.0
Ousmane Diomande,CIV,DF,Sporting CP,20-340,2003,2.3,0,0,0,3,2,0,0,2,0,0,1,0,8,4,1,80.0
Nasser Djiga,BFA,DF,Red Star,21-359,2002,4.0,0,0,0,0,1,0,3,5,2,0,0,0,19,2,3,40.0
Berat Djimsiti,ALB,DF,Atalanta,31-263,1993,3.5,0,0,0,4,1,0,5,3,0,0,0,0,19,11,6,64.7
Jeremy Doku,BEL,"FW,MF",Manchester City,22-165,2002,1.3,0,0,0,2,0,0,11,0,2,0,0,0,4,0,0,
Sergi Dominguez,ESP,"DF,FW",Barcelona,19-221,2005,0.4,0,0,0,1,0,0,0,1,1,0,0,0,3,2,0,100.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,25-257,1999,3.0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,50.0
Nene Dorgeles,MLI,FW,RB Salzburg,21-321,2002,2.2,0,0,0,2,2,0,4,0,1,0,0,0,1,2,2,50.0
Désiré Doué,FRA,FW,Paris S-G,19-158,2005,1.1,0,0,0,0,0,1,4,0,2,0,0,0,1,0,1,0.0
Kamory Doumbia,MLI,MF,Brest,21-264,2003,1.4,0,0,0,2,0,0,6,0,1,0,0,0,8,2,6,25.0
Couhaib Driouech,MAR,FW,PSV Eindhoven,22-205,2002,0.6,0,0,0,2,0,0,5,1,0,0,0,0,8,1,0,100.0
Vanja Drkušič,SVN,DF,Red Star,25-009,1999,1.0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0.0
Joel Drommel,NED,GK,PSV Eindhoven,27-358,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Bruno Duarte,BRA,FW,Red Star,28-229,1996,1.1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,4,33.3
Denzel Dumfries,NED,DF,Inter,28-204,1996,3.2,1,0,0,11,7,5,12,1,5,1,0,0,11,8,4,66.7
Jhon Durán,COL,"FW,MF",Aston Villa,20-331,2003,1.7,2,0,0,5,3,2,0,1,2,0,0,0,3,10,5,66.7
Julien Duranville,BEL,FW,Dortmund,18-187,2006,0.5,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0.0
Éderson,BRA,MF,Atalanta,25-124,1999,4.0,3,0,0,5,8,0,4,2,1,1,0,0,16,3,1,75.0
Ederson,BRA,GK,Manchester City,31-083,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Eguinaldo,BRA,FW,Shakhtar,20-091,2004,3.4,0,0,0,4,5,3,2,0,2,1,0,0,8,5,13,27.8
Meschak Elia,COD,"MF,FW",Young Boys,27-094,1997,1.0,1,0,0,2,0,3,3,0,0,0,0,0,1,0,1,0.0
Elif Elmas,MKD,MF,RB Leipzig,25-045,1999,0.4,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0.0
Timi Elšnik,SVN,"MF,DF",Red Star,26-193,1998,4.0,1,0,0,2,1,2,22,0,4,0,0,0,19,4,4,50.0
Breel Embolo,SUI,FW,Monaco,27-268,1997,3.0,1,0,0,7,7,5,2,1,0,0,0,0,9,7,5,58.3
Emerson,BRA,DF,Milan,25-299,1999,3.2,0,0,0,3,4,0,6,7,4,0,1,0,7,2,2,50.0
Wataru Endo,JPN,MF,Liverpool,31-273,1993,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
Endrick,BRA,FW,Real Madrid,18-110,2006,0.7,1,0,0,2,1,0,0,1,1,0,0,0,3,0,0,
Arne Engels,BEL,MF,Celtic,21-061,2003,3.6,0,0,0,5,6,0,21,1,5,0,1,0,19,2,1,66.7
Luis Enrique Palma,HON,FW,Celtic,24-296,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Ricardo Esgaio,POR,DF,Sporting CP,31-176,1993,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Giovanni Fabbian,ITA,MF,Bologna,21-299,2003,2.8,1,0,0,3,6,1,1,2,0,0,0,0,8,1,3,25.0
Nicolò Fagioli,ITA,"MF,FW",Juventus,23-270,2001,2.2,0,0,0,1,0,0,6,2,2,0,0,0,11,1,0,100.0
Romain Faivre,FRA,FW,Brest,26-117,1998,0.9,0,0,0,0,2,0,5,1,1,0,0,0,6,0,0,
Ansu Fati,ESP,"FW,MF",Barcelona,22-008,2002,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,
Lewis Ferguson,SCO,MF,Bologna,25-076,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Edimilson Fernandes,SUI,MF,Brest,28-207,1996,2.5,0,0,0,3,1,0,2,2,3,0,0,1,9,0,1,0.0
