Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Felipe Augusto,BRA,"FW,MF",Cercle Brugge,20-263,2004,10,5,467,5.2,1,2,3,1,0,0,0,0,1.9,1.9,1.3,3.2,10,13,53,0.19,0.39,0.58,0.19,0.58,0.36,0.24,0.61,0.36,0.61
Muhammed Badamosi,GAM,"FW,DF",Standard Liège,25-316,1998,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Youssouph Badji,SEN,FW,Charleroi,22-323,2001,5,2,205,2.3,0,1,1,0,0,0,0,0,1.7,1.7,0.4,2.1,2,7,12,0.00,0.44,0.44,0.00,0.44,0.73,0.17,0.90,0.73,0.90
Bilal Bafdili,BEL,"MF,FW",Mechelen,20-096,2004,13,2,478,5.3,2,0,2,2,0,0,2,0,1.3,1.3,0.8,2.1,8,12,40,0.38,0.00,0.38,0.38,0.38,0.24,0.15,0.39,0.24,0.39
Michel-Ange Balikwisha,BEL,FW,Antwerp,23-181,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
William Balikwisha,COD,"FW,MF",OH Leuven,25-179,1999,12,8,674,7.5,1,1,2,1,0,0,2,0,0.4,0.4,0.6,1.0,25,28,44,0.13,0.13,0.27,0.13,0.27,0.06,0.08,0.14,0.06,0.14
Sacha Banse,BFA,MF,Standard Liège,23-236,2001,2,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
Ezechiel Banzuzi,NED,MF,OH Leuven,19-265,2005,13,9,971,10.8,1,4,5,1,0,0,4,0,1.4,1.4,0.8,2.2,22,30,21,0.09,0.37,0.46,0.09,0.46,0.13,0.07,0.21,0.13,0.21
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-331,2001,8,0,106,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,0,9,0.00,0.00,0.00,0.00,0.00,0.35,0.07,0.42,0.35,0.42
Jelle Bataille,BEL,DF,Antwerp,25-171,1999,10,10,836,9.3,0,0,0,0,0,0,0,0,0.1,0.1,1.0,1.1,18,45,34,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.13,0.02,0.13
David Bates,SCO,DF,Standard Liège,28-033,1996,9,9,776,8.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Emin Bayram,TUR,DF,Westerlo,21-219,2003,7,6,543,6.0,1,0,1,1,0,0,3,1,1.0,1.0,0.4,1.4,6,33,3,0.17,0.00,0.17,0.17,0.17,0.16,0.07,0.23,0.16,0.23
Zineddine Belaid,ALG,DF,Sint-Truiden,25-232,1999,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rafik Belghali,ALG,"DF,MF",Mechelen,22-153,2002,10,3,421,4.7,1,1,2,1,0,0,1,0,0.7,0.7,0.1,0.8,7,8,30,0.21,0.21,0.43,0.21,0.43,0.14,0.03,0.17,0.14,0.17
Soufiane Benjdida,MAR,FW,Standard Liège,23-063,2001,12,6,551,6.1,2,1,3,0,2,2,1,0,2.1,0.5,0.6,1.1,3,4,32,0.33,0.16,0.49,0.00,0.16,0.34,0.11,0.44,0.08,0.19
Antoine Bernier,BEL,FW,Charleroi,27-058,1997,13,10,812,9.0,2,2,4,2,0,0,3,0,1.6,1.6,1.4,3.0,29,30,98,0.22,0.22,0.44,0.22,0.44,0.18,0.16,0.34,0.18,0.34
Adriano Bertaccini,BEL,"FW,MF",Sint-Truiden,24-086,2000,11,11,870,9.7,8,0,8,7,1,1,4,0,6.2,5.4,0.3,5.7,21,13,42,0.83,0.00,0.83,0.72,0.72,0.64,0.03,0.67,0.56,0.59
Mohamed Berte,BEL,FW,Dender,22-227,2002,12,3,440,4.9,3,0,3,3,0,0,0,0,1.2,1.2,1.6,2.8,10,17,39,0.61,0.00,0.61,0.61,0.61,0.24,0.33,0.57,0.24,0.57
Mickaël Biron,MTQ,"MF,FW",OH Leuven,27-073,1997,8,0,94,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,4,1,10,0.00,0.00,0.00,0.00,0.00,0.24,0.04,0.28,0.24,0.28
Sinan Bolat,TUR,GK,Westerlo,36-065,1988,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Boli Bolingoli-Mbombo,BEL,DF,Standard Liège,29-129,1995,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Bonsu Baah,GHA,"FW,MF",Genk,19-329,2004,13,8,769,8.5,2,3,5,2,0,0,1,0,1.5,1.5,3.0,4.5,35,43,99,0.23,0.35,0.59,0.23,0.59,0.17,0.35,0.52,0.17,0.52
Jordan Bos,AUS,DF,Westerlo,22-009,2002,7,4,317,3.5,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,14,8,38,0.00,0.28,0.28,0.00,0.28,0.06,0.27,0.32,0.06,0.32
Sofiane Boufal,MAR,MF,Union SG,31-051,1993,4,1,104,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,9,3,0.00,0.00,0.00,0.00,0.00,0.34,0.12,0.46,0.34,0.46
Amine Boukamir,BEL,MF,Charleroi,18-015,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rosen Bozhinov,BUL,DF,Antwerp,19-289,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bilal Brahimi,ALG,"MF,FW",Sint-Truiden,24-238,2000,6,5,487,5.4,1,1,2,1,0,0,4,1,1.1,1.1,2.1,3.2,22,36,50,0.18,0.18,0.37,0.18,0.37,0.20,0.38,0.59,0.20,0.59
Archie Brown,ENG,DF,Gent,22-163,2002,13,12,"1,076",12.0,0,2,2,0,0,0,3,0,0.3,0.3,1.7,2.1,54,73,85,0.00,0.17,0.17,0.00,0.17,0.03,0.15,0.17,0.03,0.17
Bruninho,BRA,"MF,FW",Cercle Brugge,21-238,2003,7,4,313,3.5,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,5,9,20,0.29,0.29,0.58,0.29,0.58,0.17,0.09,0.25,0.17,0.25
Paris Brunner,GER,"MF,FW",Cercle Brugge,18-266,2006,3,0,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Massimo Bruno,BEL,MF,Kortrijk,31-051,1993,8,5,419,4.7,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,2,24,21,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24
Marko Bulat,CRO,"MF,FW",Standard Liège,23-042,2001,13,12,972,10.8,1,0,1,1,0,0,2,0,1.2,1.2,1.0,2.2,7,22,33,0.09,0.00,0.09,0.09,0.09,0.11,0.09,0.21,0.11,0.21
Christian Burgess,ENG,DF,Union SG,33-031,1991,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,20,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Welat Cagro,BEL,MF,Beerschot,25-160,1999,8,6,533,5.9,0,0,0,0,0,1,4,0,0.8,0.0,0.2,0.2,2,22,3,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.01,0.04
Alexandro Calut,BEL,"DF,MF",Standard Liège,21-199,2003,6,0,120,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,5,13,6,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11
Etienne Camara,FRA,MF,Charleroi,21-222,2003,13,13,955,10.6,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.5,8,56,11,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Ilay Camara,BEL,DF,Standard Liège,21-294,2003,10,9,782,8.7,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,29,20,53,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13
Alessio Castro-Montes,BEL,"DF,FW",Union SG,27-174,1997,10,10,832,9.2,0,3,3,0,0,0,2,0,0.4,0.4,3.4,3.8,26,38,68,0.00,0.32,0.32,0.00,0.32,0.04,0.36,0.41,0.04,0.41
Tjaronn Chery,SUR,"MF,FW",Antwerp,36-156,1988,13,13,"1,019",11.3,7,3,10,7,0,0,0,0,3.4,3.4,2.6,6.0,19,50,57,0.62,0.26,0.88,0.62,0.88,0.32,0.24,0.57,0.32,0.57
Antoine Colassin,BEL,"FW,MF",Beerschot,23-255,2001,6,3,340,3.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.7,7,8,20,0.00,0.26,0.26,0.00,0.26,0.27,0.18,0.45,0.27,0.45
Kobe Cools,BEL,DF,Dender,27-105,1997,13,13,"1,170",13.0,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.5,2,37,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Colin Coosemans,BEL,GK,Anderlecht,32-096,1992,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jo Coppens,BEL,GK,Sint-Truiden,33-322,1990,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kobe Corbanie,BEL,"MF,DF",Antwerp,19-181,2005,9,5,524,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,17,10,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Ayrton Costa,ARG,DF,Antwerp,25-118,1999,12,12,"1,002",11.1,0,0,0,0,0,0,5,0,0.5,0.5,0.1,0.6,14,52,24,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Carlos Cuesta,COL,DF,Genk,25-243,1999,4,3,223,2.5,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,3,0,0.40,0.00,0.40,0.40,0.40,0.07,0.00,0.07,0.07,0.07
Oday Dabbagh,PLE,FW,Charleroi,25-340,1998,8,3,367,4.1,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,5,3,36,0.00,0.00,0.00,0.00,0.00,0.26,0.13,0.39,0.26,0.39
Colin Dagba,FRA,"MF,FW",Beerschot,26-059,1998,5,5,332,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,3,10,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
Jón Dagur Þorsteinsson,ISL,"MF,FW",OH Leuven,25-347,1998,3,0,92,1.0,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,2,4,8,0.98,0.00,0.98,0.98,0.98,0.48,0.06,0.54,0.48,0.54
Jesper Daland,NOR,DF,Cercle Brugge,24-306,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tobi David,CAN,FW,Union SG,23-127,2001,8,1,218,2.4,2,0,2,1,1,1,2,0,2.5,1.7,0.0,1.7,3,3,24,0.83,0.00,0.83,0.41,0.41,1.02,0.00,1.02,0.70,0.70
Maxim De Cuyper,BEL,DF,Club Brugge,23-321,2000,13,12,"1,087",12.1,0,1,1,0,0,0,2,0,1.0,1.0,4.7,5.7,17,112,78,0.00,0.08,0.08,0.00,0.08,0.08,0.39,0.47,0.08,0.47
Dion De Neve,BEL,"DF,MF",Kortrijk,22-148,2002,11,9,820,9.1,1,0,1,1,0,0,0,0,0.6,0.6,1.2,1.7,23,25,85,0.11,0.00,0.11,0.11,0.11,0.06,0.13,0.19,0.06,0.19
Kamiel Van De Perre,BEL,MF,Union SG,20-269,2004,2,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
Nils De Wilde,BEL,MF,Cercle Brugge,21-285,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Ortwin De Wolf,BEL,GK,Mechelen,27-198,1997,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Max Dean,ENG,FW,Gent,20-260,2004,10,5,420,4.7,2,1,3,2,0,0,1,0,1.8,1.8,0.3,2.1,4,13,26,0.43,0.21,0.64,0.43,0.64,0.39,0.06,0.46,0.39,0.46
Théo Defourny,BEL,GK,Charleroi,32-196,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tristan Degreef,BEL,"MF,FW",Anderlecht,19-293,2005,4,1,101,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,3,7,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Brecht Dejaegere,BEL,MF,Kortrijk,33-162,1991,8,5,462,5.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,11,25,36,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10
Maxime Delanghe,BEL,GK,Cercle Brugge,23-168,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martin Delavallée,BEL,GK,Charleroi,20-234,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mathias Delorge,BEL,MF,Gent,20-099,2004,13,13,"1,156",12.8,1,1,2,1,0,0,2,0,0.9,0.9,0.5,1.5,12,83,19,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.11,0.07,0.11
Isaías Delpupo,ARG,"MF,DF",Sint-Truiden,21-221,2003,4,0,31,0.3,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.22,0.04,0.22
Bas van den Eynden,BEL,DF,Mechelen,22-305,2002,6,5,454,5.0,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.7,0,7,0,0.40,0.00,0.40,0.40,0.40,0.13,0.01,0.13,0.13,0.13
Leander Dendoncker,BEL,"DF,MF",Anderlecht,29-206,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,16,34,5,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.13,0.10,0.13
Kévin Denkey,TOG,FW,Cercle Brugge,23-343,2000,13,10,961,10.7,7,1,8,7,0,0,1,0,5.3,5.3,1.9,7.2,12,17,102,0.66,0.09,0.75,0.66,0.75,0.50,0.18,0.68,0.50,0.68
Alfie Devine,ENG,MF,Westerlo,20-098,2004,7,6,584,6.5,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,15,29,26,0.00,0.00,0.00,0.00,0.00,0.18,0.05,0.22,0.17,0.21
Julien Devriendt,BEL,GK,Dender,25-348,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gilles Dewaele,BEL,DF,Kortrijk,28-268,1996,7,6,454,5.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,7,17,20,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.13,0.11,0.13
Ibrahim Diakité,GUI,"DF,MF",Cercle Brugge,21-007,2003,7,5,452,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,17,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Guillaume Dietsch,FRA,GK,Dender,23-204,2001,1,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alouis Diriken,BEL,MF,Sint-Truiden,20-308,2004,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kasper Dolberg,DEN,FW,Anderlecht,27-032,1997,12,12,946,10.5,5,0,5,3,2,2,1,0,5.5,3.9,0.9,4.8,14,14,63,0.48,0.00,0.48,0.29,0.29,0.52,0.09,0.61,0.37,0.46
Mahamadou Doumbia,MLI,MF,Antwerp,20-176,2004,11,11,937,10.4,1,0,1,1,0,0,1,0,0.5,0.5,0.6,1.1,14,30,9,0.10,0.00,0.10,0.10,0.10,0.05,0.06,0.11,0.05,0.11
Souleyman Doumbia,CIV,DF,Standard Liège,28-044,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vetle Dragsnes,NOR,DF,Charleroi,30-275,1994,12,12,"1,013",11.3,0,1,1,0,0,0,1,0,0.1,0.1,1.4,1.5,23,43,70,0.00,0.09,0.09,0.00,0.09,0.01,0.12,0.14,0.01,0.14
Anders Dreyer,DEN,FW,Anderlecht,26-189,1998,11,9,810,9.0,1,3,4,1,0,0,0,0,1.6,1.6,2.2,3.8,18,32,62,0.11,0.33,0.44,0.11,0.44,0.18,0.24,0.42,0.18,0.42
Olivier Dumont,BEL,"MF,FW",Sint-Truiden,22-246,2002,6,2,204,2.3,1,0,1,1,0,0,0,0,0.2,0.2,0.6,0.8,6,8,12,0.44,0.00,0.44,0.44,0.44,0.11,0.25,0.36,0.11,0.36
Dennis Eckert,GER,FW,Standard Liège,27-303,1997,6,5,480,5.3,1,0,1,1,0,1,0,0,2.3,1.4,0.2,1.7,9,19,40,0.19,0.00,0.19,0.19,0.19,0.43,0.04,0.47,0.27,0.31
Dennis Eckert,GER,FW,Union SG,27-303,1997,3,3,198,2.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,2,5,11,0.45,0.00,0.45,0.45,0.45,0.45,0.05,0.50,0.45,0.50
Samuel Edozie,ENG,"FW,MF",Anderlecht,21-284,2003,8,5,440,4.9,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.6,30,13,64,0.20,0.00,0.20,0.20,0.20,0.20,0.14,0.34,0.20,0.34
Malamine Efekele,FRA,"MF,FW",Cercle Brugge,20-111,2004,4,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Jurgen Ekkelenkamp,NED,MF,Antwerp,24-216,2000,1,1,66,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,4,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
Matthieu Epolo,BEL,GK,Standard Liège,20-297,2004,13,13,"1,170",13.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.08,0.08,0.00,0.08,0.00,0.01,0.01,0.00,0.01
Alieu Fadera,GAM,MF,Genk,23-004,2001,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,8,5,24,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.26,0.07,0.26
Noah Fadiga,SEN,"DF,MF",Gent,24-340,1999,13,11,803,8.9,3,0,3,3,0,0,1,0,1.1,1.1,0.5,1.6,24,28,85,0.34,0.00,0.34,0.34,0.34,0.12,0.06,0.18,0.12,0.18
Omar Fayed,EGY,"DF,MF",Beerschot,21-126,2003,3,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matias Fernandez-Pardo,BEL,"MF,FW",Gent,19-278,2005,3,2,164,1.8,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,9,6,17,0.55,0.00,0.55,0.55,0.55,0.60,0.00,0.60,0.60,0.60
Andrés Ferrari,URU,FW,Sint-Truiden,21-309,2003,6,0,86,1.0,1,1,2,1,0,0,0,0,0.7,0.7,0.2,0.9,1,3,7,1.05,1.05,2.09,1.05,2.09,0.71,0.18,0.89,0.71,0.89
